Draw Date,Winning Numbers,Mega Ball,Multiplier
04/21/20,13 15 24 67 70,17,2
04/24/20,01 27 32 60 67,18,2
04/28/20,13 19 53 54 63,17,3
05/01/20,28 30 31 35 66,14,2
05/05/20,07 13 17 21 45,14,2
05/08/20,05 20 22 61 70,4,2
05/12/20,07 16 27 44 52,5,5
05/15/20,11 17 32 33 46,25,3
05/19/20,08 19 25 36 66,9,2
05/22/20,08 10 20 44 46,18,4
05/26/20,34 52 58 59 62,4,3
05/29/20,10 13 32 41 51,3,2
06/02/20,09 20 23 26 29,8,3
06/05/20,32 35 37 47 55,22,3
06/09/20,01 05 09 10 23,22,2
06/12/20,09 14 57 67 70,2,3
06/16/20,21 23 33 35 42,6,3
06/19/20,11 34 36 52 66,7,2
06/23/20,06 20 37 40 48,15,3
06/26/20,19 33 37 56 57,6,2
06/30/20,09 16 29 37 53,11,2
07/03/20,20 40 44 45 50,24,2
07/07/20,16 20 25 30 43,18,3
07/10/20,10 15 20 49 53,22,5
07/14/20,06 26 55 56 64,22,4
07/17/20,12 13 21 46 57,21,3
07/21/20,14 25 26 41 43,15,3
07/24/20,08 33 39 54 58,17,3
07/28/20,17 20 27 31 34,19,4
07/31/20,12 35 46 48 69,23,2
08/04/20,02 22 30 42 62,20,3
08/07/20,04 44 53 64 70,3,2
08/11/20,08 22 29 43 56,9,4
08/14/20,03 24 29 42 47,13,2
08/18/20,04 18 26 27 58,23,4
08/21/20,11 15 31 42 63,14,2
08/25/20,08 10 15 17 57,12,3
08/28/20,03 09 50 53 64,1,3
09/01/20,15 25 26 38 47,22,4
09/04/20,19 22 24 28 53,25,3
09/08/20,07 10 15 31 57,21,2
09/11/20,03 15 42 48 56,13,2
09/15/20,25 28 38 59 62,22,4
09/18/20,26 29 41 52 64,11,3
09/22/20,36 43 44 55 68,12,4
09/25/20,20 36 37 48 67,16,2
09/29/20,14 39 43 44 67,19,3
10/02/20,09 38 47 49 68,25,2
10/06/20,15 16 18 39 59,17,3
10/09/20,05 11 25 27 64,13,2
10/13/20,11 44 45 46 70,25,2
10/16/20,27 32 50 52 57,12,5
10/20/20,46 54 57 58 66,10,3
10/23/20,18 34 44 60 69,22,2
10/27/20,06 13 34 46 62,1,3
10/30/20,14 19 34 39 59,11,2
11/03/20,07 31 44 45 55,19,3
11/06/20,18 24 27 34 60,2,2
11/10/20,23 45 53 58 62,13,5
11/13/20,06 07 14 28 59,7,2
11/17/20,08 13 35 46 68,16,3
11/20/20,26 33 45 61 68,17,3
11/24/20,09 15 34 61 64,6,2
11/27/20,04 10 27 35 58,10,2
12/01/20,07 33 53 61 65,14,2
12/04/20,03 19 24 44 50,8,3
12/08/20,15 19 33 39 68,25,3
12/11/20,19 31 37 55 67,25,4
12/15/20,01 10 18 20 46,15,2
12/18/20,07 15 25 51 60,5,3
12/22/20,29 53 56 59 67,21,2
12/25/20,17 23 36 69 70,19,2
12/29/20,01 31 35 48 62,19,3
01/01/21,08 24 53 68 69,7,5
01/05/21,20 43 51 55 57,4,2
01/08/21,03 06 16 18 58,11,2
01/12/21,12 14 26 28 33,9,2
01/15/21,03 11 12 38 43,15,4
01/19/21,10 19 26 28 50,16,2
01/22/21,04 26 42 50 60,24,2
01/26/21,29 49 56 66 67,24,3
01/29/21,04 44 58 59 70,3,3
02/02/21,13 37 38 40 67,10,2
02/05/21,14 17 28 29 44,2,4
02/09/21,07 18 21 31 40,9,4
02/12/21,05 14 24 25 27,14,3
02/16/21,01 36 44 54 66,10,3
02/19/21,27 32 47 50 53,4,4
02/23/21,05 07 09 20 57,15,3
02/26/21,11 15 37 62 64,5,2
03/02/21,04 08 13 34 64,18,2
03/05/21,10 11 17 27 54,20,2
03/09/21,04 33 46 58 65,13,2
03/12/21,02 24 25 31 65,18,4
03/16/21,10 41 46 52 69,8,2
03/19/21,09 14 40 58 69,8,3
03/23/21,12 23 35 38 55,11,2
03/26/21,04 25 37 46 67,15,3
03/30/21,11 37 47 53 56,15,3
04/02/21,10 42 48 53 62,19,2
04/06/21,01 19 20 32 42,17,3
04/09/21,22 26 27 58 66,12,2
04/13/21,10 15 19 45 68,9,4
04/16/21,17 27 28 50 55,25,4
04/20/21,06 23 43 49 52,5,3
04/23/21,04 28 29 30 60,25,3
04/27/21,15 22 30 41 42,25,4
04/30/21,08 19 26 48 49,5,3
05/04/21,04 27 32 57 63,22,3
05/07/21,05 10 19 21 50,10,4
05/11/21,07 08 20 36 39,22,3
05/14/21,03 18 41 44 68,3,2
05/18/21,03 05 56 61 66,4,2
05/21/21,06 09 17 18 48,8,3
05/25/21,14 21 31 34 54,11,3
05/28/21,10 14 20 47 70,15,2
06/01/21,07 11 33 58 63,23,2
06/04/21,04 30 34 41 64,8,3
06/08/21,09 22 39 41 54,19,3
06/11/21,04 43 56 63 68,13,4
06/15/21,18 22 27 38 52,11,4
06/18/21,14 36 44 46 53,18,2
06/22/21,01 26 48 51 59,25,4
06/25/21,17 20 42 45 65,12,4
06/29/21,07 38 50 52 69,21,3
07/02/21,08 31 32 34 45,19,2
07/06/21,18 47 63 68 69,14,3
07/09/21,06 37 39 41 46,17,2
07/13/21,03 10 17 26 55,24,2
07/16/21,24 25 47 52 57,24,4
07/20/21,10 26 30 52 57,10,2
07/23/21,13 17 19 40 69,17,3
07/27/21,02 35 36 54 64,11,3
07/30/21,19 26 31 52 68,10,3
08/03/21,01 09 17 27 34,24,2
08/06/21,09 18 40 46 69,9,2
08/10/21,29 45 50 59 62,12,2
08/13/21,17 21 35 40 53,11,2
08/17/21,03 06 16 38 56,24,3
08/20/21,41 43 51 57 70,1,2
08/24/21,17 18 26 52 67,19,2
08/27/21,01 10 44 47 56,23,3
08/31/21,08 14 31 58 68,15,3
09/03/21,07 10 12 61 65,3,2
09/07/21,15 17 25 32 53,12,3
09/10/21,20 32 35 47 64,18,2
09/14/21,04 13 19 63 64,16,2
09/17/21,17 32 40 59 61,18,3
09/21/21,36 41 45 51 56,13,3
09/24/21,17 21 27 43 56,15,3
09/28/21,18 30 43 68 69,22,4
10/01/21,21 25 36 62 63,6,2
10/05/21,07 11 18 30 36,4,3
10/08/21,21 24 36 40 70,22,5
10/12/21,21 26 56 61 65,4,3
10/15/21,03 20 31 34 65,18,3
10/19/21,03 12 13 19 52,1,3
10/22/21,09 14 26 29 66,22,3
10/26/21,06 14 19 56 62,9,4
10/29/21,15 26 28 35 45,4,3
11/02/21,05 10 26 58 65,9,2
11/05/21,10 15 20 66 68,18,2
11/09/21,09 14 16 26 49,14,3
11/12/21,30 32 42 46 48,15,2
11/16/21,06 22 44 53 65,3,3
11/19/21,05 23 52 53 59,18,5
11/23/21,07 24 54 57 58,6,3
11/26/21,07 27 37 42 59,2,2
11/30/21,07 08 26 30 39,17,2
12/03/21,22 45 48 58 61,13,5
12/07/21,01 07 40 43 68,1,2
12/10/21,23 25 40 42 60,8,2
12/14/21,33 35 44 55 69,20,3
12/17/21,21 32 38 48 62,10,3
12/21/21,25 31 58 64 67,24,3
12/24/21,16 17 25 36 37,16,2
12/28/21,03 05 08 31 38,4,3
12/31/21,02 05 30 46 61,8,3
01/04/22,04 06 16 21 22,1,3
01/07/22,07 29 43 56 57,6,3
01/11/22,02 03 19 52 58,16,2
01/14/22,05 08 13 22 48,25,2
01/18/22,04 19 39 42 52,9,4
01/21/22,38 45 46 55 67,18,2
01/25/22,03 12 38 53 58,13,3
01/28/22,03 16 25 44 55,13,3
02/01/22,11 24 38 62 66,1,4
02/04/22,07 16 34 44 61,24,4
02/08/22,01 17 20 52 54,2,3
02/11/22,11 16 23 24 30,24,3
02/15/22,02 04 15 21 63,19,3
02/18/22,06 11 50 63 68,17,4
02/22/22,06 17 22 57 62,3,3
02/25/22,15 31 40 56 66,4,3
03/01/22,18 22 38 39 50,18,2
03/04/22,11 19 28 46 47,5,4
03/08/22,07 18 38 58 64,24,3
03/11/22,24 28 39 44 66,25,3
03/15/22,09 14 28 59 60,24,5
03/18/22,02 06 25 40 45,5,4
03/22/22,08 15 21 27 61,8,3
03/25/22,03 13 42 51 58,17,2
03/29/22,07 22 36 45 47,12,2
04/01/22,26 42 47 48 63,21,5
04/05/22,22 43 60 63 64,18,2
04/08/22,08 11 29 32 40,2,3
04/12/22,02 08 14 20 31,17,2
04/15/22,04 17 20 46 64,23,4
04/19/22,02 09 33 47 53,24,3
04/22/22,07 28 29 58 59,10,3
04/26/22,05 07 19 46 69,2,4
04/29/22,09 11 34 49 66,15,2
05/03/22,15 19 27 35 57,17,2
05/06/22,16 21 33 52 70,10,2
05/10/22,15 19 20 61 70,6,3
05/13/22,11 41 43 44 65,13,3
05/17/22,07 21 24 41 65,24,4
05/20/22,33 40 59 60 69,22,3
05/24/22,03 05 06 63 68,25,3
05/27/22,03 14 40 53 54,8,3
05/31/22,06 15 41 63 64,24,4
06/03/22,11 16 22 48 59,11,4
06/07/22,04 34 40 41 53,3,4
06/10/22,03 12 14 18 32,4,5
06/14/22,30 37 38 42 58,22,2
06/17/22,20 36 53 56 69,16,2
06/21/22,08 13 18 32 42,20,3
06/24/22,01 07 11 25 56,14,2
06/28/22,07 12 21 43 55,11,2
07/01/22,01 27 29 38 62,12,3
07/05/22,27 31 50 51 61,21,4
07/08/22,20 36 61 62 69,20,3
07/12/22,04 07 10 45 64,12,2
07/15/22,08 20 26 53 64,15,5
07/19/22,02 31 32 37 70,25,3
07/22/22,14 40 60 64 66,16,3
07/26/22,07 29 60 63 66,15,3
07/29/22,13 36 45 57 67,14,2
08/02/22,10 14 25 37 63,14,3
08/05/22,02 05 29 64 69,18,3
08/09/22,01 08 10 25 32,13,3
08/12/22,23 24 50 54 64,3,3
08/16/22,33 35 41 45 51,1,2
08/19/22,12 18 24 46 65,3,4
08/23/22,03 05 47 48 67,7,2
08/26/22,06 27 30 38 64,23,2
08/30/22,02 38 55 57 65,17,3
09/02/22,39 40 52 60 67,20,2
09/06/22,06 17 46 59 68,2,4
09/09/22,16 21 54 55 69,22,2
09/13/22,14 25 38 59 64,21,4
09/16/22,15 30 35 38 66,12,4
09/20/22,09 21 28 30 52,10,5
09/23/22,05 50 53 58 64,22,4
09/27/22,08 14 24 43 51,9,3
09/30/22,16 26 37 40 51,6,4
10/04/22,15 18 25 33 38,25,2
10/07/22,06 11 29 36 55,21,2
10/11/22,03 07 11 13 38,1,3
10/14/22,09 22 26 41 44,19,2
10/18/22,01 15 20 44 67,23,3
10/21/22,34 36 43 45 68,22,2
10/25/22,21 30 35 45 66,21,3
10/28/22,04 18 31 53 69,7,2
11/01/22,05 09 15 16 17,25,3
11/04/22,02 20 47 55 59,19,2
11/08/22,05 13 29 38 59,23,4
11/11/22,01 05 17 37 70,22,3
11/15/22,06 19 28 46 61,18,2
11/18/22,02 14 16 38 66,9,4
11/22/22,13 23 24 25 43,2,3
11/25/22,29 31 46 54 67,18,2
11/29/22,20 23 37 46 52,6,4
12/02/22,01 21 36 46 52,16,3
12/06/22,15 16 19 28 47,13,3
12/09/22,08 19 53 61 69,19,4
12/13/22,14 22 48 58 68,6,2
12/16/22,08 35 40 53 56,11,3
12/20/22,03 04 33 36 52,17,4
12/23/22,15 21 32 38 62,8,4
12/27/22,09 13 36 59 61,11,2
12/30/22,01 03 06 44 51,7,3
01/03/23,25 29 33 41 44,18,4
01/06/23,03 20 46 59 63,13,3
01/10/23,07 13 14 15 18,9,3
01/13/23,30 43 45 46 61,14,2
01/17/23,02 12 18 24 39,18,3
01/20/23,20 29 31 64 66,17,4
01/24/23,33 41 47 50 62,20,4
01/27/23,04 43 46 47 61,22,4
01/31/23,07 09 18 29 39,13,4
02/03/23,01 04 50 54 59,17,2
02/07/23,09 15 46 55 57,4,2
02/10/23,20 29 30 52 58,19,3
02/14/23,23 24 35 40 43,1,3
02/17/23,02 33 38 57 70,13,3
02/21/23,02 15 30 36 63,24,2
02/24/23,02 22 49 65 67,7,4
02/28/23,14 16 40 52 59,13,2
03/03/23,08 25 36 39 67,11,4
03/07/23,15 22 25 28 69,21,4
03/10/23,09 20 59 60 63,5,2
03/14/23,01 07 23 38 55,2,3
03/17/23,26 28 29 39 49,25,3
03/21/23,01 21 25 27 40,11,2
03/24/23,14 17 33 42 66,15,3
03/28/23,02 03 18 32 68,24,4
03/31/23,16 26 27 42 61,23,4
04/04/23,01 37 45 62 64,4,3
04/07/23,12 32 49 51 66,21,2
04/11/23,31 35 53 54 55,24,3
04/14/23,23 27 41 48 51,22,2
04/18/23,07 09 15 19 25,4,2
04/21/23,03 21 29 46 63,9,3
04/25/23,08 29 46 47 48,12,2
04/28/23,18 38 53 62 64,20,3
05/02/23,03 15 16 32 41,9,2
05/05/23,16 18 28 42 43,11,3
05/09/23,04 37 46 48 51,19,3
05/12/23,01 02 23 40 45,15,3
05/16/23,15 34 36 69 70,17,3
05/19/23,05 11 41 44 55,14,2
05/23/23,03 10 22 65 66,19,2
05/26/23,12 20 37 41 64,1,3
05/30/23,13 16 40 64 68,21,2
06/02/23,03 16 19 36 60,25,2
06/06/23,06 12 23 29 57,4,2
06/09/23,03 19 53 60 68,13,3
06/13/23,08 10 19 44 47,4,4
06/16/23,04 24 34 45 57,19,3
06/20/23,06 37 39 45 46,21,4
06/23/23,13 62 65 67 69,14,5
06/27/23,08 34 35 41 52,12,4
06/30/23,13 22 47 51 55,9,3
07/04/23,21 33 54 61 67,12,3
07/07/23,08 10 17 55 66,3,3
07/11/23,10 17 33 51 64,5,2
07/14/23,10 24 48 51 66,15,2
07/18/23,19 22 31 37 54,18,4
07/21/23,29 40 47 50 57,25,2
07/25/23,03 05 06 44 61,25,4
07/28/23,05 10 28 52 63,18,5
08/01/23,08 24 30 45 61,12,4
08/04/23,11 30 45 52 56,20,2
08/08/23,13 19 20 32 33,14,2
08/11/23,08 09 18 35 41,18,3
08/15/23,18 39 42 57 63,7,3
08/18/23,10 20 29 44 66,11,3
08/22/23,01 12 26 36 50,7,2
08/25/23,12 23 26 31 38,2,2
08/29/23,09 39 52 61 63,25,3
09/01/23,10 31 42 43 55,8,2
09/05/23,03 43 50 51 65,13,2
09/08/23,03 12 17 51 62,1,3
09/12/23,02 14 21 42 67,18,5
09/15/23,05 13 29 50 53,25,3
09/19/23,06 09 13 29 66,24,2
09/22/23,10 13 14 57 66,3,2
09/26/23,15 30 35 42 60,16,4
09/29/23,18 40 47 55 64,11,4
10/03/23,03 19 32 39 59,24,3
10/06/23,12 24 46 57 66,22,3
10/10/23,03 08 17 46 63,7,4
10/13/23,06 18 44 46 68,18,3
10/17/23,05 06 29 32 61,20,4
10/20/23,07 29 36 49 61,22,4
10/24/23,16 20 30 54 59,7,3
10/27/23,11 32 43 57 70,6,4
10/31/23,14 35 37 55 70,15,3
11/03/23,15 32 38 47 65,12,4
11/07/23,03 11 33 42 52,20,2
11/10/23,13 33 59 68 70,8,3
11/14/23,29 35 59 61 69,22,4
11/17/23,06 12 31 33 69,17,3
11/21/23,17 22 25 30 38,24,4
11/24/23,06 15 45 59 68,1,4
11/28/23,27 37 42 59 61,11,3
12/01/23,12 47 49 52 65,12,4
12/05/23,18 35 40 64 67,18,4
12/08/23,21 26 53 66 70,13,3
12/12/23,08 23 44 45 53,3,4
12/15/23,10 20 28 40 54,12,2
12/19/23,17 26 50 58 61,11,3
12/22/23,10 26 36 54 69,4,4
12/26/23,08 10 22 58 64,21,3
12/29/23,11 27 30 62 70,10,3
01/02/24,03 18 27 29 64,1,2
01/05/24,05 23 26 38 44,25,3
01/09/24,12 15 32 33 53,24,3
01/12/24,19 34 35 45 67,7,3
01/16/24,02 10 42 49 54,13,2
01/19/24,01 09 16 17 30,17,2
01/23/24,21 28 58 69 70,20,2
01/26/24,14 31 34 50 61,13,3
01/30/24,03 05 16 58 59,11,4
02/02/24,11 22 42 64 69,18,3
02/06/24,02 10 31 44 57,10,4
02/09/24,17 22 29 46 69,1,3
02/13/24,01 03 19 25 58,20,3
02/16/24,19 23 39 42 67,18,4
02/20/24,05 45 55 58 68,7,2
02/23/24,04 06 40 41 60,11,5
02/27/24,06 18 26 27 49,4,3
03/01/24,15 33 37 55 61,24,4
03/05/24,02 49 50 61 70,14,2
03/08/24,19 20 22 47 58,1,3
03/12/24,02 16 31 57 64,24,3
03/15/24,13 25 50 51 66,6,5
03/19/24,24 46 49 62 66,7,2
03/22/24,03 08 31 35 44,16,3
03/26/24,07 11 22 29 38,4,2
03/29/24,11 30 33 38 60,16,4
04/02/24,10 50 56 60 66,19,3
04/05/24,20 30 54 63 65,14,3
04/09/24,34 43 51 52 69,25,4
04/12/24,01 12 14 18 66,16,2
04/16/24,21 26 36 44 59,2,4
04/19/24,19 30 34 46 58,3,3
04/23/24,11 17 33 39 43,14,4
04/26/24,15 23 53 57 61,9,3
04/30/24,10 18 27 37 61,5,3
05/03/24,06 13 15 53 56,11,2
05/07/24,26 28 36 63 66,15,3
05/10/24,13 22 26 32 65,18,4
05/14/24,13 19 43 62 64,6,3
05/17/24,08 17 40 60 70,3,2
05/21/24,02 05 08 28 69,14,2
05/24/24,46 54 56 67 70,16,3
05/28/24,12 18 48 57 62,4,5
05/31/24,04 11 23 33 49,23,4
06/04/24,19 37 40 63 69,17,3
06/07/24,03 05 12 22 66,7,4
06/11/24,01 05 07 22 24,8,4
06/14/24,01 25 26 31 65,2,3
06/18/24,21 22 50 55 67,20,2
06/21/24,03 18 27 40 44,19,4
06/25/24,03 16 27 47 62,8,4
06/28/24,28 31 33 42 66,24,3
07/02/24,04 08 19 31 45,11,4
07/05/24,06 15 32 54 67,4,3
07/09/24,21 26 54 60 64,3,3
07/12/24,15 35 48 53 68,8,3
07/16/24,05 35 42 58 66,22,2
07/19/24,10 17 23 50 67,3,3
07/23/24,03 09 14 26 51,21,4
07/26/24,02 14 33 58 65,3,3
07/30/24,19 23 30 33 50,25,2
08/02/24,06 07 24 44 54,13,4
08/06/24,23 29 36 61 70,22,4
08/09/24,12 32 38 40 57,21,2
08/13/24,34 55 59 65 70,12,4
08/16/24,22 38 48 51 61,5,3
08/20/24,05 20 26 49 51,24,4
08/23/24,28 30 44 66 69,2,3
08/27/24,16 18 21 54 65,5,2
08/30/24,10 17 20 24 54,8,4
09/03/24,12 41 43 52 55,9,4
09/06/24,06 23 41 59 63,25,2
09/10/24,01 02 16 24 66,6,4
09/13/24,21 55 56 57 66,1,3
09/17/24,14 31 48 57 64,9,3
09/20/24,20 21 40 49 55,11,3
09/24/24,01 06 10 23 27,18,5
09/27/24,29 46 53 69 70,23,2
10/01/24,27 35 47 50 66,25,2
10/04/24,21 39 42 43 45,3,2
10/08/24,03 19 20 22 66,9,3
10/11/24,03 10 29 52 57,20,3
10/15/24,22 34 44 54 62,3,3
10/18/24,04 09 26 39 58,23,4
10/22/24,08 43 48 58 60,4,3
10/25/24,23 26 35 41 43,7,2
10/29/24,16 22 26 36 56,1,4
11/01/24,11 22 42 46 51,4,2
11/05/24,02 24 25 52 58,9,2
11/08/24,25 28 42 64 69,19,3
11/12/24,18 31 33 64 68,17,3
11/15/24,05 17 35 55 69,19,2
11/19/24,05 35 50 51 59,8,4
11/22/24,13 20 26 32 65,2,2
11/26/24,05 22 24 39 42,3,3
11/29/24,03 29 34 37 38,17,2
12/03/24,52 60 61 66 67,23,4
12/06/24,16 21 33 39 45,24,2
12/10/24,12 14 26 48 52,21,5
12/13/24,36 43 52 58 65,16,3
12/17/24,56 66 67 68 69,18,4
12/20/24,02 20 51 56 67,19,2
12/24/24,11 14 38 45 46,3,3
12/27/24,03 07 37 49 55,6,3
12/31/24,13 22 27 29 35,1,2
01/03/25,20 42 46 59 69,19,4
01/07/25,20 24 33 39 48,18,2
01/10/25,09 23 39 65 66,22,3
01/14/25,04 14 35 49 62,6,3
01/17/25,08 10 37 54 69,22,3
01/21/25,27 30 56 64 65,22,4
01/24/25,08 12 43 52 62,18,2
01/28/25,10 19 31 47 56,6,5
01/31/25,09 28 48 56 63,2,2
02/04/25,14 24 31 53 54,1,3
02/07/25,04 24 32 41 55,16,2
02/11/25,07 30 39 41 70,13,3
02/14/25,11 19 31 49 56,16,3
02/18/25,01 20 25 58 61,22,2
02/21/25,01 13 28 37 46,10,2
02/25/25,04 08 11 32 52,13,2
02/28/25,09 19 30 35 66,16,3
03/04/25,14 19 47 52 70,6,2
03/07/25,08 20 48 58 60,7,3
03/11/25,01 19 26 38 69,15,3
03/14/25,03 17 39 42 70,1,3
03/18/25,27 28 31 32 33,24,3
03/21/25,15 22 31 52 57,2,3
03/25/25,01 05 17 39 62,8,2
03/28/25,02 09 31 60 63,23,5
04/01/25,11 12 21 29 49,3,2
04/04/25,11 28 35 37 69,25,2
04/08/25,10 16 50 60 61,17,
04/11/25,15 37 38 56 58,19,
04/15/25,06 10 13 24 63,2,
04/18/25,05 13 15 17 28,1,
04/22/25,25 39 49 52 65,22,
04/25/25,38 40 60 62 70,9,
04/29/25,16 33 40 51 57,10,
05/02/25,14 37 40 41 68,2,
05/06/25,16 17 43 46 58,16,
05/09/25,09 10 12 48 60,16,
05/13/25,06 29 33 47 68,20,
05/16/25,02 22 42 62 66,14,
05/20/25,18 30 33 55 64,11,
05/23/25,07 18 40 55 68,18,
05/27/25,06 28 34 48 62,9,
05/30/25,02 28 37 38 58,13,
06/03/25,16 24 29 36 45,13,
06/06/25,16 40 54 56 57,3,
06/10/25,10 11 14 38 45,24,
06/13/25,08 10 22 40 47,1,
06/17/25,16 23 39 46 55,12,
06/20/25,26 49 58 61 63,9,
06/24/25,10 11 18 24 60,20,
06/27/25,18 21 29 42 50,2,
07/01/25,19 28 31 39 54,5,
07/04/25,17 20 24 41 42,24,
07/08/25,04 06 38 44 62,24,
07/11/25,12 23 24 31 56,1,
07/15/25,06 10 24 35 43,1,
07/18/25,11 43 54 55 63,3,
07/22/25,22 41 42 59 69,17,
07/25/25,14 21 25 49 52,7,
07/29/25,17 30 34 63 67,11,
08/01/25,18 27 29 33 70,22,
08/05/25,12 27 42 59 65,2,
08/08/25,02 06 08 14 49,12,
08/12/25,01 08 31 56 67,23,
08/15/25,04 17 27 34 69,16,
08/19/25,10 19 24 49 68,10,
08/22/25,18 30 44 48 50,12,
08/26/25,07 12 30 40 69,17,
08/29/25,13 31 32 44 45,21,
09/02/25,07 17 35 40 64,23,
09/05/25,06 14 36 58 62,24,
09/09/25,06 43 52 64 65,22,
09/12/25,17 18 21 42 64,7,
09/16/25,10 14 34 40 43,5,
09/19/25,02 22 27 42 58,8,
09/23/25,13 24 41 42 70,18,
09/26/25,04 21 27 33 49,21,
09/30/25,04 08 27 37 63,14,
10/03/25,18 19 38 54 57,19,
10/07/25,17 26 33 45 56,19,
10/10/25,03 18 23 32 56,8,
10/14/25,12 22 49 57 58,19,
10/17/25,09 21 27 48 56,10,
10/21/25,02 18 27 34 59,18,
10/24/25,11 18 31 51 56,24,
10/28/25,02 19 33 53 61,14,
10/31/25,02 24 52 66 68,9,
11/04/25,11 14 17 50 57,6,
11/07/25,16 21 23 48 70,5,
11/11/25,10 13 40 42 46,1,
11/14/25,01 08 11 12 57,7,
11/18/25,05 10 23 27 30,10,
11/21/25,03 04 19 31 63,9,
11/25/25,11 15 31 32 59,18,
11/28/25,06 07 13 39 48,4,
12/02/25,17 25 26 53 60,16,
12/05/25,34 38 42 44 69,8,
12/09/25,19 32 41 49 66,6,
12/12/25,10 50 55 58 59,5,
12/16/25,20 24 46 59 65,7,
12/19/25,01 11 27 39 59,18,
12/23/25,15 37 38 41 64,21,
12/26/25,09 19 31 63 64,7,
12/30/25,18 43 49 63 69,6,
01/02/26,06 13 34 43 52,4,
01/06/26,09 39 47 58 68,24,
01/09/26,12 30 36 42 47,16,
01/13/26,16 40 56 64 66,4,
01/16/26,02 22 33 42 67,1,
01/20/26,08 47 50 56 70,12,
01/23/26,30 42 49 53 66,4,
01/27/26,04 20 38 56 66,5,
01/30/26,11 34 36 43 63,13,
02/03/26,05 11 22 25 69,21,
02/06/26,13 21 25 52 62,19,
02/10/26,05 25 30 36 68,6,
02/13/26,34 40 49 59 68,1,
02/17/26,03 37 44 52 63,14,
02/20/26,15 40 48 58 63,2,
02/24/26,12 39 43 49 55,23,
02/27/26,11 18 39 43 67,23,
03/03/26,07 21 53 54 62,16,
03/06/26,08 19 26 38 42,24,
03/10/26,16 21 30 35 65,7,
03/13/26,06 19 36 40 55,9,
03/17/26,04 11 18 38 50,24,
03/20/26,11 20 51 55 63,4,